epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.03,,0.01,,
0.0,10000.0,72.0,0.0,10000.0,138.88889,33.333332,33.333332,,0.03,,0.0055,,
0.0,20000.0,111.0,0.0,20000.0,180.18018,100.0,66.666664,,0.03,,0.001,,
0.0,30000.0,152.0,0.0,30000.0,197.36842,177.77777,103.7037,,0.03,,0.001,,
