epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.03,,0.01,,
0.0,10000.0,73.0,0.0,10000.0,136.9863,0.0,0.0,,0.03,,0.0055,,
0.0,20000.0,113.0,0.0,20000.0,176.99115,150.0,75.0,,0.03,,0.001,,
0.0,30000.0,152.0,0.0,30000.0,197.36842,160.0,103.333336,,0.03,,0.001,,
