epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.03,,0.01,,
0.0,10000.0,71.0,0.0,10000.0,140.84508,0.0,0.0,,0.03,,0.0055,,
0.0,20000.0,110.0,0.0,20000.0,181.81818,100.0,50.0,,0.03,,0.001,,
0.0,30000.0,149.0,0.0,30000.0,201.34229,366.66666,155.55556,,0.03,,0.001,,
